period,gclock,sclock,x,y,made,three,dist
2,660.679,17.72,7.31,21.3,0,0,4.234
2,590.559,20.96,32.47,33.73,0,1,28.585
2,536.64,15.92,24.41,28.35,0,0,19.45
3,677.039,22.72,63.49,19.65,1,1,25.82
3,438.239,9.68,90.35,2.43,0,1,22.626
3,344.72,12,60.33,14.89,1,1,30.164
3,322.359,14.32,64.57,12.51,1,1,27.215
3,289.799,6.88,89.43,1.57,1,1,23.439
3,249.32,6.48,90.24,22.55,1,0,2.867
3,145,11.24,61.02,25.53,0,1,27.735
3,70.08,18,69.71,6.27,1,1,26.708
3,55.04,22,85.04,23.1,0,0,4.168
3,1.419,1.419,60.91,24.59,0,1,27.843
4,703.919,7.92,88.93,3.01,0,0,21.99
4,677.28,5.24,80.25,25.26,0,0,8.503
4,610.84,13.76,76.07,13.5,0,0,17.118
4,305.64,7.24,71.52,44.38,0,1,25.931
4,199,13.08,81.06,14.99,1,0,12.622
4,160.639,3.72,79.68,3.43,0,0,23.399
4,69.319,21.4,72.91,46.12,0,1,26.4
4,39.119,20.6,86.69,26.16,0,0,2.364
1,262.92,17.16,62.64,31.07,0,1,26.806
1,205.759,15.24,77.82,47.41,0,1,24.933
2,291.76,11,92.5,39.5,1,0,14.977
2,253.44,10.8,88.17,26.38,1,0,1.496
2,186.559,15.56,84.17,20.76,0,0,6.241
2,0.779,0.779,45.79,27.5,0,1,43.032
2,641.159,16.44,89.88,2.39,1,1,22.638
2,611.559,15.28,91.11,9.73,1,0,15.451
2,556.84,11.8,62.91,36.2,0,1,28.162
3,597.84,16.84,10.88,2.99,0,1,22.718
3,291.44,15,3.69,25.55,1,0,1.654
3,258.119,9.36,5.48,19.64,0,0,5.364
3,216.559,3.88,5.04,42.57,0,0,17.571
3,0.74,0.74,33.26,44.51,0,1,34.135
4,682.96,15,28.44,13.83,1,1,25.739
4,607.479,15.08,7.17,27.19,1,0,2.912
4,464.279,15.04,29.52,24.77,0,1,24.271
4,297.559,13.08,12.73,15.22,1,0,12.312
4,14.859,14.859,7.65,15.73,0,0,9.575
1,689.64,10.96,15.49,48.5,0,1,25.634
1,440.6,4.24,6.5,44.5,1,0,19.54
1,385.359,21.6,10.12,26.52,1,0,5.101
1,369.2,17.08,28.93,7.5,1,1,29.444
1,308.519,19.2,31.07,20.5,0,1,26.209
1,159.759,11.32,4.24,1.57,0,1,23.451
2,205.559,13.84,6.79,22.21,1,0,3.186
2,103.599,17.76,22.93,30.5,0,0,18.515
2,46.599,13.6,6.11,24.95,1,0,0.861
2,675.84,10.68,5.13,47.65,0,1,22.65
2,606.239,18.52,7.74,28.75,1,0,4.501
2,524.64,21.56,32.74,24.7,0,1,27.491
2,434.44,7.12,7.43,1.96,0,1,23.142
3,565.159,14.2,80.94,48.45,1,1,24.716
3,375.44,17.16,67.5,39.07,0,1,25.485
3,176.679,11.68,64.5,39.21,1,1,28.106
3,142.039,14.52,64.5,33.5,1,1,25.696
4,693.799,14.72,85.97,33.01,0,0,8.478
4,551.28,6.44,88.74,23.26,1,0,1.74
4,517.08,8.28,84.77,1.8,1,1,23.538
4,447,5.16,83.7,25.87,1,0,5.124
4,335.119,5.08,89.39,1.69,0,1,23.318
4,295.679,1.72,90.23,2.63,0,1,22.418
1,696.76,2.64,67.74,39.64,0,1,25.607
1,532.28,22.16,70.38,41.93,1,1,24.981
1,478.279,1.28,91.18,8.89,0,0,16.292
1,413.519,14.64,89.13,2.05,0,1,22.953
1,371.399,7.24,88.09,29.59,0,0,4.637
2,244.88,13.56,63.56,28.73,1,1,25.464
2,60.88,19.48,81.39,23.82,1,0,7.453
2,30.219,18,62.53,14.51,0,1,28.24
2,492.799,21.08,84.42,24.61,0,0,4.347
2,485.72,20.32,65.71,5.52,0,1,30.171
3,634.44,18.8,31.8,15.07,0,1,28.346
3,325.04,12.44,3.66,1.96,1,1,23.094
3,240.679,14.36,5.68,47.55,1,1,22.554
3,211.199,11.16,5.34,28.6,1,0,3.601
3,173.24,6.96,24.68,41.46,1,1,25.464
3,133.72,21.08,32.42,32.56,1,1,28.202
4,625.4,5.12,6.99,21.52,1,0,3.89
4,596.84,7.4,3.12,2.03,0,1,23.068
4,435.119,11.88,27.62,36.29,1,1,25.057
4,403.32,7.64,6.4,22.24,0,0,2.99
4,136.52,9,33.03,19.53,0,1,28.313
4,50.4,2.6,21.25,43.56,0,1,24.504
1,600.76,20,31.64,15.64,1,1,28
1,568.239,13.16,5.5,32.5,1,0,7.504
1,404.88,15.24,33.79,21.5,1,1,28.753
1,291.04,2.64,7.59,20.95,0,0,4.677
1,201.399,15.88,13.53,13.52,1,0,14.154
2,389.88,21.68,4.93,23.58,1,0,1.455
2,270.04,8.92,10.19,19.39,1,0,7.475
2,210.759,15.24,12.21,2.41,0,1,23.637
2,57.439,17.36,19.5,5.79,0,1,23.918
2,0.6,0.6,34.93,43.5,1,1,34.973
2,665.4,17.76,20.93,43.79,0,1,24.472
2,564.84,17.8,22.3,32.65,0,0,18.687
3,245.44,17.52,66.5,7.5,1,1,28.307
3,222.199,19.56,62.51,28.52,0,1,26.475
4,687.799,11.68,86.5,29.31,0,0,4.861
4,681.119,20.68,88.5,48.64,0,1,23.641
4,628.799,8.36,72.21,8.5,0,0,23.362
4,439.119,12.68,68.5,40.5,0,1,25.501
4,279.839,15.8,67.64,9.5,1,1,26.189
4,156.72,10.04,87.93,20.56,1,0,4.515
4,108.879,12.36,83.32,9.18,0,0,16.725
4,23.92,15.88,88.31,26,1,0,1.092
5,35.54,4.36,89.76,26.63,0,0,1.917
1,586.359,14.72,7.36,28.5,1,0,4.086
1,465.48,20.76,25.5,47.5,0,1,30.27
1,266.88,16.52,34.29,19.75,0,1,29.51
1,246.88,18.2,29.3,13.12,1,1,26.824
1,185.199,9.56,3.22,2.39,0,1,22.7
1,133.44,15.96,8.18,27.03,1,0,3.564
1,32.439,19.6,31.2,37.4,0,1,28.76
1,21.459,8.6,8.28,24.05,0,0,3.175
2,374.519,16.76,23.5,41.64,1,1,24.697
2,314.239,8.8,5.7,22.6,0,0,2.441
2,126.76,15.88,29.67,39.63,1,1,28.467
2,66.839,19.44,31.43,21.53,1,1,26.408
2,31.5,7.72,24.53,8.1,0,1,25.638
3,477.44,14.2,85.04,23.44,0,0,4.024
3,398.76,10.36,87.54,48.38,0,1,23.411
3,223.759,13.24,85.53,20.72,0,0,5.356
3,185.199,4.68,62.56,25.3,0,1,26.191
3,1.919,1.919,90.27,1.15,0,1,23.898
4,702.719,9.8,85.64,25.78,0,0,3.206
4,693.599,16.64,85.28,28.2,0,0,4.72
4,646.119,11.04,66.93,37.36,1,1,25.077
4,614.599,16.04,87.71,47.42,1,1,22.444
4,543.88,7.96,88.65,22.25,0,0,2.751
4,476.279,0.8,61.95,10.62,1,1,30.414
4,345.88,6.28,88.61,47.44,1,1,22.44
4,215.119,10.48,68.5,5.5,1,1,28.112
1,610.719,18.36,89.7,2.34,0,1,22.679
1,360.04,17.48,87.36,23.11,0,0,2.346
1,266.72,19.24,62.21,37.5,0,1,29.336
1,221.279,15.12,86.6,20.96,1,0,4.576
2,545.44,0.08,91.49,2.27,0,1,22.894
2,633.599,9.88,85.36,24.5,0,0,3.426
2,612.119,15.36,69.07,42.5,0,1,26.335
2,582.96,14.16,66.21,37.5,0,1,25.774
3,618.359,22.36,13.18,25.15,0,0,7.931
3,597.64,19.52,10.74,7.01,0,0,18.809
3,482.519,19.84,21.5,47.5,0,1,27.754
3,380.16,13.56,3.76,2.22,0,1,22.828
4,610.64,13.44,27.36,35.36,0,1,24.416
4,588.039,16.96,14.7,17.32,0,0,12.177
4,465.799,21.24,30.5,25.5,0,1,25.254
4,181.16,13.92,6.78,22.78,1,0,2.696
4,159.199,18.48,28.5,38.5,1,1,26.885
1,706.44,14.04,87.29,24.14,1,0,1.694
1,617.64,17.84,88.27,27.57,0,0,2.614
1,565.84,11.48,88.71,21.87,1,0,3.13
1,531.599,17.56,61.79,31.07,1,1,27.634
1,490.64,3.64,59.64,18.5,0,1,29.826
1,370.239,22.88,63.64,21.5,1,1,25.352
1,0.939,0.939,85.64,31.57,0,0,7.268
2,440.32,11.92,90.6,3.81,0,0,21.27
2,310.6,1.56,90.95,3.01,0,0,22.099
2,249.24,17.16,89.6,28.5,1,0,3.601
2,221.72,14.12,81.5,45.5,0,0,21.744
2,195,12.2,63.5,12.5,1,1,28.174
2,6.92,6.92,70.46,3.71,1,1,28.067
2,682.96,9.2,64.21,29.5,0,1,24.949
3,656.479,16.4,16.82,11.31,1,0,17.924
3,620.84,11.68,29.36,30.5,0,1,24.729
3,578.479,11,9.1,48.46,0,1,23.773
3,417.839,16.28,30.79,23.93,0,1,25.562
3,313.119,5.2,4.65,23.51,1,0,1.606
3,258.92,15.36,31.5,28.5,0,1,26.482
4,672.96,5.2,4.52,48.03,1,1,23.041
4,589.32,13.16,33.5,21.5,1,1,28.465
4,556.08,10.76,13.5,47.5,0,1,23.964
4,523.919,8.72,23.5,45.5,0,1,27.446
4,384.32,12.64,4.49,47.83,1,1,22.842
4,351,8.84,17.5,32.07,0,0,14.143
4,315.04,0.44,31.21,29.21,0,1,26.299
4,269.72,12,6.64,26.07,0,0,1.754
4,230.119,3.56,9.37,19.07,0,0,7.22
